id;tweet;caption;ner;sa
74601;RT @WORLDSTARC0MEDY : Jaden Christ and Willow Einstein too advanced for us http://t.co/rBoO4ifd4f;person, left, and person, are all smiles as they arrive at the event.;O O O B-PER I-PER O B-PER I-PER O O O O O O O O O O O O O O O O O O;POSITIVE
1007628;RT @SlyDude3677 : Elizabeth Warren on the Supreme Court . . . . . #uniteblue #tcot #scotus #warren http://t.co/hQl9v7iPSe;you follow this product - - you follow this product, and you're always in a good way.;O O O B-PER I-PER O O B-ORG I-ORG O O O O O O O B-ORG I-PER O O O O O O O O O O O O O O O O O O;POSITIVE
1107812;Sisters of St . Francis announce plan to move remains of Saint Marianne Cope from Syracuse to Hawaii . http://t.co/bsiE1iYYCC;the woman in the black suit is a nun.;O O O O O O O O O O O B-PER I-PER I-PER O B-LOC O B-LOC O O O O O O O O O O O;NEGATIVE
418041;Bad wreck on i40 near Sandy Ridge Road , one lane blocked , traffic very slow . http://t.co/0amTABPob7;the fence is made of wood;O O O B-OTHER O B-LOC I-LOC I-LOC O O O O O O O O O O O O O O O O;NEGATIVE
350380;RT @artsiverse : Water Lilies ( 1917 ) by Claude Monet http://t.co/DUxTbjYrhS;painting of flowers in a pond;O O O B-OTHER I-OTHER O O O O B-PER I-PER O O O O O O O;NEGATIVE
1327405;Cooking class with Fatimzerah and Mokhtar @FSMarrakech #cookingclass http://t.co/msjPGa4Ruw;person, left, and person, prepare food for the first time.;O O O B-PER O B-PER O O O O O O O O O O O O O;NEGATIVE
1077115;Cocina / Kitchen #Interiorismo #Arquitectura http://t.co/Fyndu2sfOc;a stone wall;O O O O B-ORG O O O O;NEGATIVE
250269;What will Apple reveal here at the #AppleEvent ? Apple using about half of the Civic for seats , the other for a stage http://t.co/8AFpMRSG5p;screen of the computer;O O B-ORG O O O O O O B-ORG O O O O O O O O O O O O O O O O O O O;NEGATIVE
420695;Salmonella outbreak linked to cucumbers , 66 cases in Arizona http://t.co/TZeYSuqxNr http://t.co/dU9f1LElOp;a cucumber is a healthy vegetable that can be grown in your garden.;B-OTHER O O O O O O O O B-LOC O O O O O O O O O O O O O O O;POSITIVE
94207;RT @JohnFugelsang : Spencer Tracy &amp , Hemingway . Good morning . http://t.co/M2hbWgCwQy;actor talking to a man;O O O B-PER I-PER O O B-PER O O O O O O O O O O;POSITIVE
70899;Occupational hazard : Linesman Derek Amell takes a hit as he breaks up Oduya and Brown . Photos : http://t.co/bksd5SNrKZ http://t.co/ciqsjsJFwl;person in a red jersey;O O O B-PER I-PER I-PER O O O O O O O B-PER O B-PER O O O O O O O O O O;NEGATIVE
744334;Loving the custom decals that Vornado chose for their new i3 . Congrats ! #MyCarMonday http://t.co/810njwbiIE;a self - driving car is seen.;O O O O O B-PER O O O O O O O O O O O O O O O O O;POSITIVE
93327;RT @ross _ rlz : Sam Levene originated the role of Nathan Detroit on the stage . #TCMParty http://t.co/mVMTD6p9zW;actor in a scene from the film.;O O O O O B-PER I-PER O O O O B-PER I-PER O O O O O O O O O O O O O;NEGATIVE
1060397;@DixonsCarphone Group CEO Andrew Harrison getting in the Average to Awesome Spirit at Conference NEC - A Great Sport http://t.co/jhp9Aei2PP;person, left, and person perform a routine.;O O O B-PER I-PER O O O O O O O O B-OTHER I-OTHER O O O O O O O O O O O O;POSITIVE
701675;Inspired by her new sporting heroes , this young Russian fan has a go at Sledge Hockey . http://t.co/lvylIHh68y;a person is sitting down;O O O O O O O O O O O O O O O B-OTHER I-OTHER O O O O O O O;POSITIVE
73415;Artwork inside the Elks Memorial in Lincoln Park http://t.co/w7Fvp46q4Q;a collection of women's dresses;O O O B-LOC I-LOC O B-LOC I-LOC O O O O O O;POSITIVE
30247;Make sure to check out #TheSpoils with Jesse Eisenberg ! It officially opens tonight @TheNewGroupNYC http://t.co/ZGlyQqId9J;extra large movie poster image for thriller film;O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O;POSITIVE
1711960;In Arizona , you can now get lab tests w/o a lab order , for the very first time . http://t.co/XikGp94A1t http://t.co/iSMh9j4Sdf #OwnYourHealth;everyone can read this logo in their own language.;O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
21814;RT @NeedToCare : Paula has been waiting to be adopted for 2 YEARS ! Could U offer her a home ? Pls RT http://t.co/jTQr1DUR http://t.co/HXz ...;the collar is blue;O O O B-OTHER O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
73477;RT @OffshoreME : THIALF seen from 150 m height preparing the Mafumeira jacket ready to receive her first topside . http://t.co/MLDVhXBDoj;a file photo of a ship being loaded with oil.;O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O;NEGATIVE
421933;Lindsey Wiggins and family are making the best of a rainy day . http://t.co/6xmpBJT3CI;kids having fun in the water;B-PER I-PER O O O O O O O O O O O O O O O O O O;POSITIVE
1337714;"RT @ShiCooks : "" That it will never come again is what makes life so sweet "" ~ Emily Dickinson #QOTD http://t.co/fGFtq1R9Ko RT @katiecouric";this is what happens when you are born.;O O O O O O O O O O O O O O O O O O B-PER I-PER B-OTHER O O O O O O O O O O O;POSITIVE
94416;RT @TVSecrets : Harry Potter then and now . I feel old . http://t.co/8bZjTNMXso;wallpaper with a business suit entitled actor;O O O B-PER I-PER O O O O O O O O O O O O O O O O;NEGATIVE
74866;When u too cheap for Disney http://t.co/wuLAWcISEs;the windshield of a car;O O O O O B-OTHER O O O O O O;NEGATIVE
801;Dutch Fork High School . . . why not Fayetteville ? #BelieveinFayetteville http://t.co/g0b8u6QpBU;the sky is a beautiful shade of grey.;B-ORG I-ORG I-ORG I-ORG O O O O O B-ORG O O O O O O O O O O O;NEGATIVE
1337669;Our President and CEO Jill Pavel Loves her hound Missy ! http://t.co/9FgvzVPe;my dog in bed;O O O O B-PER I-PER O O O O O O O O O O;NEGATIVE
27187;Exciting News : @michaelb4jordan is nominated for Best Actor for the Spirit Awards ! http://t.co/iAjnuCgGFc;person, i put my heart into it and the reality of your life.;O O O O O O O B-OTHER I-OTHER O O B-OTHER I-OTHER O O O O O O O O O O O O O O O;POSITIVE
407410;Mario Balotelli has this message for Liverpool fans after difficult season . http://t.co/JV2c8OXlbb http://t.co/I6o8vF5eIw;football player looks on during the match.;B-PER I-PER O O O O B-ORG O O O O O O O O O O O O O O;POSITIVE
158193;Brave 11-Year-Old #LoganFairbanks Confronts YouTube Cyberbullies ( WATCH NOW ) http://t.co/6yvKAK4NdB @DadVsLogan http://t.co/qNE49wXa97;the boy has a short haircut;O O O O B-ORG O O O O O O O O O O O O O O;NEGATIVE
1374968;Review ! Brickabrack Hall by David Eveleigh : http://t.co/hvQez4Sg3W via @ThisKid_Erik http://t.co/dDLBn0u3DA;the bear in the hat;O O B-OTHER I-OTHER O B-PER I-PER O O O O O O O O O O;NEGATIVE
528381;RT @SSEAusPru : @SSEAusPru : Totally inspirational Tony Sharp #socent tour ! @SSEAusPru @BT _ Financial #socialincubator http://t.co/qCIXzPocC8;person talks to the media.;O O O O O O O B-PER I-PER B-OTHER O O O O O O O O O O O O O;POSITIVE
796007;RT @OccupiedTaksim : Photo from #Galatasaray square , #Taksim , right now . #kobane http://t.co/IvoQk4hNS4;protesters hold a banner during a protest against the government's economic and social reforms.;O O O O O B-LOC I-LOC O B-LOC O O O O B-LOC O O O O O O O O O O O O O O O;NEGATIVE
610581;KCK Istanbul Case Pending in Constitutional Court http://t.co/1cJkSVgaBk http://t.co/nwuOh8W1u8;police officers walk through the streets.;B-ORG B-LOC O O O B-ORG I-ORG O O O O O O O O;NEGATIVE
36762;RT @iStay4Selena : Selena talking about Demi . http://t.co/lazvhAhYza;i'm not sure what this is, but i'm pretty sure i'm going to be a good person.;O O O B-PER O O B-PER O O O O O O O O O O O O O O O O O O O;POSITIVE
126152;RT @BlackburnSarnia : Firefighters battling major structure fire in Brigden Monday evening . http://t.co/XXgSQvr4LX http://t.co/dhoFXVKDn2;a tree in a city.;O O O O O O O O O B-LOC O O O O O O O O O O;NEGATIVE
92922;Tune in to Elevate Life TV with @KeithCraft this morning on KDFI . The message is life changing ! 6am &amp , 8 : 30am http://t.co/9ey7hG8evm;the poster for the event;O O O B-ORG I-ORG I-ORG O O O O O B-ORG O O O O I-ORG O O O O O O O O O O O O O O;POSITIVE
90661;"RT @ShaunFrankson : "" The purpose of our lives is to be happy . "" - Dalai Lama http://t.co/wUzxRtf5U9";the purpose of our lives is to be happy;O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O;POSITIVE
74888;RT @SportsCenter : BREAKING : One . More . Win . Kentucky Derby winner American Pharoah crosses finish line first in Preakness Stakes . http://t.…;person, who was the winner of the horse, was awarded a prize at the event.;O O O O O O O O O O O B-OTHER I-OTHER O B-OTHER I-OTHER O O O O O B-OTHER I-OTHER O O O O O O O O O O O O O O O O O;POSITIVE
65257;RT @mjesusgz : Painting by Piotr Kozlov - #pintura #art #artwit #twitart #fineart #painting http://t.co/qHfPfYustq;the tree is blue;O O O O O B-PER I-PER O O O O O O O O O O O O;NEGATIVE
93196;RT @AlishaMarrero : When these shows were on more than Disney channel #GrowingUpAHoe http://t.co/xDOc1FscAQ;love is in the air;O O O O O O O O O O B-ORG O O O O O O O O;NEGATIVE
441548;PSPA Day in Harrisburg today . My friend Rick Brooks of Jostens teaches great style to students . #Jostens , #JostensYB http://t.co/bwJwjKxsoY;people sitting at a table;B-OTHER I-OTHER O B-LOC O O O O B-PER I-PER O B-ORG O O O O O O B-ORG O O O O O O O O;POSITIVE
72444;Incoming Archbishop Blase Cupich begins the celebration . Photos from last night : http://t.co/QVmzN6TbSy http://t.co/q1RXmbrBxF;man is wearing a pink robe;O B-PER I-PER I-PER O O O O O O O O O O O O O O O O O;POSITIVE
335477;Goodbye to Anacortes http://t.co/jU99ay4Xwn;a large white boat;O O B-LOC O O O O O;NEGATIVE
1037210;RT @MoeAlayan : Mayweather and Pacquiao should just drop the fight and make Rush Hour 4 http://t.co/viPit6eivm;professional boxer poses with martial artist after the event.;O O O B-PER O B-PER O O O O O O O O O O O O O O O O O O O O;NEGATIVE
115832;RT @kjalee : Seriously Colgate , do we really need gendered toothpaste ? http://t.co/bjzXC32Vzl;a person is standing up;O O O O B-ORG O O O O O O O O O O O O O O;NEGATIVE
520901;RT @BestWorldPix : Lava meets the ocean , Hawaii . http://t.co/7l1LP2q2TA;lava flowing into the ocean;O O O O O O O O B-LOC O O O O O O O;POSITIVE
116180;10 homes for sale that have us dreaming of the Bronx @amNewYork http://t.co/obZeeMGQD1 http://t.co/IywDg6WKjQ;a wall on the side of a building;O O O O O O O O O O B-LOC O O O O O O O O O O O;NEGATIVE
74249;Peace out Germany #USA http://t.co/FUjXTbtkVZ;a woman wearing a necklace;O O B-LOC B-LOC O O O O O O;NEGATIVE
1097438;RT @TBTimes _ Rays : #Rays have the Tommy Tutone Jenny lineup : 867-5309 http://t.co/w98GnBIhsj;the first day of the season, the team is in the box with the blue and red lettering.;O O O O O B-ORG O O B-ORG I-ORG B-OTHER O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
961068;RT @triflingzjm : American football player liam and his model boyfriend zayn http://t.co/g7nQehkebh;a man wearing a black shirt;O O O O O O B-PER O O O O B-PER O O O O O O O;NEGATIVE
1009966;RT @SMTownEngSub : [ ENG SUB ] [ HD ] 150610 MBC Radio Star - Minho Kiss Cuts http://t.co/KRGADTZ3ve http://t.co/jEymswGKW2;the guy in the white shirt is my friend.;O O O O O O O O O O O B-OTHER I-OTHER I-OTHER O B-PER O O O O O O O O O O O O O;NEGATIVE
1135540;RT @faithomatic : Found dog at Gerrard and Carlaw . #Riverdale #DogsTO http://t.co/k3b3GnJ8TG;a white dog with a black nose;O O O O O O B-LOC I-LOC I-LOC O O O O O O O O O O O;NEGATIVE
139624;RT @TrapHouseMario : RUFUS LOOKIN ASS NIGGA @holllybaby http://t.co/XBtPrFcsKN;this is what i'm doing to my face;O O O B-PER O O B-OTHER O O O O O O O O O O;NEGATIVE
24913;Introduction day to Finland . First day in Helsinki thanks to the #FCP2013 . http://t.co/1hkIUK5aGY;"the sign in the middle of the table says & amp ; quot ; welcome to the world & amp ; quot ;";O O O B-LOC O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
790;RT @NFL _ Memes : Pete Carroll Be Like . . http://t.co/fVaNuCVBtP;person - i'm like a soccer ball like football player;O O O O O B-PER I-PER O O O O O O O O O O O O O O O;NEGATIVE
647640;@heatheradamo check out these guys from Philly ! http://t.co/DGNx4UwN #SJOR http://t.co/0NsyqEB5;person and i on the street;O O O O O O B-LOC O O O O O O O O O O;POSITIVE
628288;RT @IUAA : Know an #IU alum who goes above and beyond ? Nominate them for a DASA by 3/27 : http://t.co/EjXdMwGxSs http://t.co/2T9hrd8tpN;person, a graduate, speaks during the graduation ceremony.;O O O O O B-ORG O O O O O O O O O O O B-OTHER O O O O O O O O O O O O O;NEGATIVE
854350;RT @MetsPics : Happy Birthday David Wright ! http://t.co/MSHKNW2sRd;person is one of the top players to watch.;O O O O O B-PER I-PER O O O O O O O O O O O;POSITIVE
1693629;The starting point of all achievement is desire . - Napolean Hill . . . http://t.co/lGPBfvmrBR http://t.co/7SOHvC7jhx;a small wooden table with a piece of paper on it;O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O;NEGATIVE
614975;Jo talks about her journey to 50 bringing humility , curiosity and laughter with her . http://t.co/u9JfO0CFo5 http://t.co/JxV0mpbp5U;what does the necklace look like?;B-PER O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
812074;Visiting Taal Volcano , The Philippines http://t.co/pqefQTKFaz via @michaelturtle #ttot #travel #volcano http://t.co/bJThTwgcaF;colorful boats on the sea;O B-ORG I-ORG O O B-LOC O O O O O I-ORG O O O O O O;NEGATIVE
1949707;RT @kyungsoo _ stan : Expectation : EXO teaser photos Reality : Chanbaek teaser photos http://t.co/iZx0xjPv2d;players huddle together before a game.;O O O O O O O B-ORG O O O O O O O O O O O O O O;NEGATIVE
657063;My team visited Ocean City MD last week and we saw the Ward Wildfowl Carving World Championship #travel http://t.co/EDiHgrNlYr;gold bird on a gold statue;O O O B-LOC I-LOC B-LOC O O O O O O O O O O O O O O O O O O O;POSITIVE
1124574;RT @paschamo : Purple Day , Acrylic Abstractart , p . . . by Mo Tuncay via @artfinder http://t.co/IoXcksSg5K https://t.co/MFzxWQiP1L;the painting is purple;O O O B-OTHER I-OTHER O B-OTHER I-OTHER O O O O O O O O O O O O O O O O;NEGATIVE
117304;RT @TMZ : Huge Muslim organization offers sensitivity training to #NFL after prayer penalty http://t.co/Rv6XaugFRW http://t.co/8FkFe8qq7t;person was injured after being injured during the game;O O O O O O O O O O B-OTHER O O O O O O O O O O O O O O;NEGATIVE
449792;RT @SouthPark : Check out the new Randy shirts in the Shop ! http://t.co/8kpwRlzFem http://t.co/YpSMrt8hYq;person is the new shirt for the first time;O O O O O O O B-OTHER O O O O O O O O O O O O O O O O;POSITIVE
552533;@idontfeelbad Hey Aubrey check out this Music/Craft Beer/BBQ Event for the Pendleton Marines http://t.co/Y5SgGVJW56;the poster for the game;O O O O O O O O O O O B-ORG I-ORG O O O O O O;POSITIVE
72013;What happens when you stick the iPhone into circular spaces : Wrigley Field and Maine http://t.co/IQwphFcm20 http://t.co/n9bOQkhLeo;the sky reflected in the window of the plane;O O O O O O B-OTHER O O O O B-LOC I-LOC O B-LOC O O O O O O O O O O O;NEGATIVE
656889;RT @YourHistoryPics : The first Disneyland admission ticket ever sold . http://t.co/1pzJkgAVOQ;the hand of the person;O O O O O O O O O O O O O O O O O;POSITIVE
92872;Such an amazing book signing at Stonebriar Mall and it continues tomorrow ! #YourDivineFingerprint #ELCFingerprint http://t.co/5fb2IJxFLN;man signing a card;O O O O O O B-LOC I-LOC O O O O O O O O O O O O;POSITIVE
1299955;RT @NPRrussell : President Obama arrives in Selma to cheers as his motorcade drives over the Edmund Pettus Bridge . http://t.co/EnWdey8xGu;person speaks to the crowd.;O O O B-PER I-PER O O B-LOC O O O O O O O O B-LOC I-LOC I-LOC O O O O O O O;POSITIVE
73565;Also pictured : me ! RT @ChicagoBears : #Bears cornerback Kelvin Hayden makes most of opportunity http://t.co/tO8p4MGsOx;american football player walks off the field after being named the team's first player.;O O O O O O O O B-ORG O B-PER I-PER O O O O O O O O O O O O O O O O O O O;NEGATIVE
126384;RT @MexicoEsMagico : Puerto Vallarta | Jalisco . http://t.co/i363NeGyUH;statue of a dragon;O O O B-LOC I-LOC O B-LOC O O O O O O;NEGATIVE
1289558;Shhh ! ! ! Ralph is sleeping ! ! ! Lol http://t.co/izG5LXsiE5;the snake is a snake that is not a snake.;O O O O B-OTHER O O O O O O O O O O O O O O O O O;NEGATIVE
110150;We have you covered . See why the Data Protection Suite &amp , Data Domain are even better together http://t.co/qviJySRxTt http://t.co/BQewFuDdOd;the case of the product;O O O O O O O O B-OTHER I-OTHER I-OTHER O O B-OTHER I-OTHER O O O O O O O O O O O;NEGATIVE
45735;RT @verge : Disney theme park employees will start searching bags for selfie sticks http://t.co/umXbCpus3R http://t.co/ZvoaxNX6xM;amusement park is a popular attraction for amusement park.;O O O B-LOC I-LOC I-LOC O O O O O O O O O O O O O O O O O O O;POSITIVE
572797;RT @thinkprogress : Revlon CEO sued for anti-semitic , racist comments http://t.co/PLt8LWvieY http://t.co/QZMI18VwuI;actor was all smiles at the event.;O O O B-ORG O O O O O O O O O O O O O O O O;NEGATIVE
35916;RT @ianbremmer : Tony Blair in Riyadh . $ $ $ http://t.co/VbY40goXUv;man in a suit;O O O B-PER I-PER O B-LOC O O O O O O O O O;NEGATIVE
856474;RT @verge : Sony has launched a crowdfunding platform to help its own employees invent stuff http://t.co/1m6iuBhL3T http://t.co/ZFuywAS8y5;the logo is displayed on the side of the building.;O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
410848;RT @MDBiz : Get to know the Eastern Shore ! Check out this feature on Berlin , Maryland . http://t.co/6VDEx2n0Sz http://t.co/Fa5Im7OK5c;a city is a small town.;O O O O O O O B-LOC I-LOC O O O O O O B-LOC O B-LOC O O O O O O O O O;NEGATIVE
705468;Principal Clif Alexander teaching students at Six Mile Elementary to #NeverForget 9/11 http://t.co/8Iwtj0LtD0;a man holding a picture;O O O O O O B-LOC I-LOC I-LOC O O O O O O O O O;NEGATIVE
161160;RT @NASCAR : Retweet to congratulate @DaleJr for winning his 2nd race of 2014 ! #NASCAR http://t.co/QEbOj3FKRb;racecar driver celebrates after winning event.;O O O O O O O O O O O O O O O B-ORG O O O O O O O;POSITIVE
258547;RT @SamerSum : Rihanna looks so beautiful biting into my college tuition http://t.co/pp5W3Y8XcF;hip hop soul artist attends awards.;O O O B-PER O O O O O O O O O O O O O O O;POSITIVE
656280;RT @jamesdenselow : Martti Ahtisaari Nobel Prize Winner @TheElders is #WithSyria http://t.co/7CiBqZXaVg;the heart shaped balloon;O O O O O B-OTHER I-OTHER O O O O O O O O O;NEGATIVE
1751718;RT @WESH : Allegiant flights cancelled , delayed in Orlando http://t.co/V6OvTp6qJA http://t.co/Sr5Soh8yzG;the plane is white;O O O B-ORG O O O O O B-LOC O O O O O O;NEGATIVE
72634;Happy Halloween , Chicago . #legoman http://t.co/qWIVsPtw1D;two people standing on the beach;O B-OTHER O B-LOC O O O O O O O O O;POSITIVE
1300748;"RT @juliussharpe : "" Hi , I spent $ 3 , 000 so I could look like a dweeb when I went to Bulgaria "" http://t.co/1IvQKO82Wy";person in the new issue of magazine;O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O;NEGATIVE
125767;Nice purple drinks in Olofspoort ! http://t.co/DjT8U7gHfw;a white paper under a glass;O O O O B-LOC O O O O O O O O;POSITIVE
943572;"RT @UFOartist : RT @Art4anyone : "" Expansion by Paige Bradley #art #sculpture #contemporaryart http://t.co/fk3zXhjUws""";statue of woman in yoga position;O O O O O O O O O B-PER I-PER O O O O O O O O O O;NEGATIVE
15286;RT @9GAG : British English VS American English http://t.co/TFLCQpsD0F http://t.co/ZHjdSKUuXX;the line in the front of the room;O O O B-OTHER I-OTHER O B-OTHER I-OTHER O O O O O O O O O O;NEGATIVE
560264;Public Works Authority has announced a temp . closure on Shamal Road tomorrow . http://t.co/AmK6DlrVvZ http://t.co/dSDpcE8V59;a map showing the route of the proposed highway.;B-ORG I-ORG I-ORG O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O;NEGATIVE
117533;RT @faridalvie : The cover of The Illustrated Weekly of India . . . February 1 , 1981 @mosharrafzaidi @Razarumi @umairjav @mohammedhanif http . . .;newspaper with a picture of a man;O O O B-ORG O I-ORG B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
1717249;NIALL IS SO CUTE AND LOU IS SOOO STUNNING http://t.co/2zWm9aWIOy;the girl with the yellow eyes;B-PER O O O O B-PER O O O O O O O O O O;POSITIVE
14002;Had a mini reunion last night before the Buckeyes dominated Wisconsin @DaTruth _ 32 @amandakperk http://t.co/A7USsMIvDP;a person is standing up;O O O O O O O O B-ORG O B-ORG O O O O O O O O O O;POSITIVE
1329448;Beautiful day today to have a walk in the Koutoubia Garden #Marrakech #Maroc #Morroco http://t.co/zk1Lc0T8z9;the bell tower of the cathedral;O O O O O O O O O B-LOC I-LOC B-LOC B-LOC O O O O O O O O;POSITIVE
1038122;RT @PzFeed : EPIC VIDEO : Subway long jump in Harlem goes terribly wrong . WATCH : http://t.co/WZX2Q2N4W1 http://t.co/cIpt0WVN2n;passengers wait for the train;O O O O O O O O O O B-LOC O O O O O O O O O O O O O;NEGATIVE
696701;#MontageMonday best career moments of #one2watch Alena Kaufman , @Paralympic champion from @RussianParalymp http://t.co/UnaEl6Bjh9;a woman with blonde hair;O O O O O O B-PER I-PER O O O O O O O O O O O;POSITIVE
13883;When @FyreUK makes it to the top three Minecraft channels . http://t.co/RqmkoJNUbV;how to create a 3d text effect in raster graphics editor software;O O O O O O O O B-OTHER O O O O O O O O O O O O O O O;POSITIVE
491947;Chicken waffles on a stick coming to the CNE this year ! http://t.co/H6iklfUTWn #CNE2015 http://t.co/kzWO3gAe86 via @ blogto;the food is a classic.;O O O O O O O O B-LOC O O O O O O O O O O O O O O;POSITIVE
21387;RT @TheSpursZone : Aldridge on Timmy , 2014 . @aldridge _ 12 http://t.co/yAGhmCNbXi;basketball player, the only player i ever saw in the world.;O O O B-PER O B-PER O O O O O O O O O O O O O O O O O O;NEGATIVE
1949946;Scared of heights ? View from the top of the Eiffel Tower in #paris #france . #travel #ttot #photography http://t.co/xdFSu5FPQs;the wall is dirty;O O O O O O O O O O B-LOC I-LOC O B-LOC B-LOC O O O O O O O O O;NEGATIVE
9228;RT @BeatleDom : Love how John is photo bombing in this shot . #RingoStarr #PaulMcCartney #RockHall2015 http://t.co/pjhSWt0hk0;heartland rock artist in concert;O O O O O B-PER O O O O O O O O O O O O O O O O;POSITIVE
402407;RT @VeraWangGang : My adorable daughter Cecilia in her first bikini ! xx Vera #tbt http://t.co/g729H3mjtB http://t.co/OCp6Bq3nLq;my baby girl in a diaper, in my kitchen;O O O O O O B-PER O O O O O O O O O O O O O O O O O O O;NEGATIVE
23796;"RT @The _ Millions : "" Kent Russell writes like a man in a fever dream . "" http://t.co/MzVrPsMc6a http://t.co/ziSgRnusuN";i am sorry to think about a man who has been a child.;O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
1056382;RT @bobsalerni : Secret Eighth day tattoos spotted at B &amp , N , Brighton , MI ! @diannesalerni @YLBrighton @BrightonPatch http://t.co/R1r380xsaf;a book on a shelf;O O O O B-OTHER I-OTHER O O O O O O O O B-LOC O B-LOC O O O O O O O O O O;NEGATIVE
48665;RT @PrettyW0mens : Kendall Jenner http://t.co/35SvfCTAnK;person poses for a photo during event.;O O O B-PER I-PER O O O O O O O O;NEGATIVE
458119;RT @NiallOfficial : another shot from Santiago ! @CalAurand http://t.co/bxrc9Pckr6;artist performs on stage during the first day of festival.;O O O O O O B-LOC O O O O O O O O O O O O O;NEGATIVE
1059833;@ajhmurray Harry Hill playing on your fruity ! #manyfingersinmanypies http://t.co/ImwX8cR78b;the man is playing a game;O B-PER I-PER O O O O O O O O O O O O O;POSITIVE
74136;Teal waters somewhere in Central America http://t.co/7AKUvHHCNh;the water is blue and clear;O O O O B-LOC I-LOC O O O O O O O;POSITIVE
1739563;Blood drive update : Amanda had EXACTLY enough donors for the scholarship . Thank you everyone ! http://t.co/IpTmsVKwG3;red sticker on the back of a red sticker;B-OTHER I-OTHER O O B-PER O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
575598;RT @Cathy _ Kipp : Congratulations Poudre High School class of 2015 ! @poudreschools #psdgrads #greathappenshere http://t.co/ABrDqP2VOE;person, a graduate, stands with his diploma during graduation ceremony.;O O O O O O B-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O;NEGATIVE
90245;RT @StanCollymore : Just saved myself 90 sheets . Cone on England ! ! http://t.co/w6GvWuFZMY;the shirt was worn by soccer player.;O O O O O O O O O B-PER O B-LOC O O O O O O O O O O;NEGATIVE
139261;#GMO lifts poor farmers from poverty , saves lives @mark _ lynas @NYTimes http://t.co/vAt8A4ldXd http://t.co/q7iF9GCDHV;how to create a logo for venture funded company;B-ORG O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
859356;RT @CERN : Breaking news : CERN researchers confirm existence of the Force http://t.co/BPp2wV01dp http://t.co/1TXkbUTdsm;the red light in the center of the machine;O O O O O O B-ORG O O O O O O O O O O O O O O O O O;POSITIVE
699177;1 year ago today , the invincible Anna Schaffelhuber claimed her 5th gold in the 5th race ! #Sochi1YearOn http://t.co/DpmVER8s11;a competitor competes in the final round.;O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O;POSITIVE
123364;The early morning crowd at Inteligentsia Coffee in Venice Beach http://t.co/Yg9xzg7G8f;a long white table;O O O O O B-LOC I-LOC O B-LOC I-LOC O O O O O;NEGATIVE
337204;Remembering Manny Hornedo . #NeverForget http://t.co/JGvgICE7hf http://t.co/EcMqSLnrhY;person is a soldier who was born.;O B-PER I-PER O O O O O O O O O O O;NEGATIVE
110699;RT @GamecockMBB : SEC Opener at Florida tomorrow ! Here we go ! #Gamecocks http://t.co/EGN2Of3lJN;a plane on the ground;O O O B-ORG O O B-LOC O O O O O O O O O O O O O;NEGATIVE
565004;RT @BleacherReport : Leah Still watches her father play live , all bundled up #LeahStrong http://t.co/eAiETTzZyJ;person, a fan, is seen with his mother.;O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O;POSITIVE
490003;RT @49ers : Super Bowl 50 is coming to the Bay Area . #SFSuperBowl http://t.co/lmNKyxUxv9;football stadium is a football stadium located.;O O O B-OTHER I-OTHER O O O O O B-LOC I-LOC O O O O O O O O O O;POSITIVE
609482;Ford Otosan Disagreement Continues http://t.co/Ss2pbJ6CtT http://t.co/Fa0raaIgdB;people gather for a rally.;B-ORG I-ORG O O O O O O O O O;NEGATIVE
73247;A few days in Jerusalem , #Israel http://t.co/ED5eAotA9O http://t.co/EOTPz1mFpC;soldiers wait for a train at the station.;O O O O B-LOC O B-LOC O O O O O O O O O O;NEGATIVE
1816758;RT @LukeIsNotSexy : Emma attacked me help My name is Lucy http://t.co/b47k2AGKR0;a woman with red hair;O O O B-PER O O O O O O B-PER O O O O O O;NEGATIVE
1913874;RT @Kennywood _ PR : Most amazing wall in Pittsburgh @butcherntherye http://t.co/PpYEaMrHq8;the bar in the tower;O O O O O O O O O B-LOC O O O O O O O;POSITIVE
222745;Enjoy the beach and the sunset in Bali http://t.co/azV5QsUVkw;umbrella on the beach;O O O O O O O B-LOC O O O O O;POSITIVE
